MONTH,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,IS_DELAYED,SCHED_DEP_HOUR,IS_WEEKEND,SEASON,ROUTE
12,5,AA,DFW,BOS,2329,56.6,413,1,23,0,Invierno,DFW-BOS
1,3,DL,PHX,BOS,1130,-4.8,1673,0,11,0,Invierno,PHX-BOS
1,5,AA,MIA,BOS,39,1.5,1482,0,0,0,Invierno,MIA-BOS
7,5,NK,SEA,PHX,1558,35.0,1127,1,15,0,Verano,SEA-PHX
8,7,HA,SEA,DEN,2014,18.7,948,1,20,1,Verano,SEA-DEN
1,3,DL,IAH,DFW,307,7.5,1716,0,3,0,Invierno,IAH-DFW
7,3,HA,SEA,SFO,608,-2.2,1507,0,6,0,Verano,SEA-SFO
6,3,OO,JFK,LAS,356,11.3,343,0,3,0,Verano,JFK-LAS
4,6,DL,DEN,LAX,1740,16.3,1829,1,17,1,Primavera,DEN-LAX
9,4,NK,LAS,ATL,1716,5.6,1080,0,17,0,Otono,LAS-ATL
3,2,UA,LAX,IAH,2221,11.8,2284,0,22,0,Primavera,LAX-IAH
11,5,AA,LAS,SFO,800,4.2,2066,0,8,0,Otono,LAS-SFO
10,5,UA,MCO,BOS,2116,20.7,2267,1,21,0,Otono,MCO-BOS
10,6,OO,LAS,ATL,1734,5.7,899,0,17,1,Otono,LAS-ATL
10,4,AS,JFK,DEN,2020,34.5,2586,1,20,0,Otono,JFK-DEN
10,7,UA,LAS,SFO,2100,13.3,762,0,21,1,Otono,LAS-SFO
6,3,F9,LAS,DFW,2010,9.7,2274,0,20,0,Verano,LAS-DFW
4,2,WN,ORD,DEN,1457,-30.7,274,0,14,0,Primavera,ORD-DEN
9,4,UA,MCO,LAS,813,13.6,2015,0,8,0,Otono,MCO-LAS
4,5,WN,LAX,DFW,1121,-19.7,1063,0,11,0,Primavera,LAX-DFW
6,2,UA,DEN,BOS,229,48.1,1972,1,2,0,Verano,DEN-BOS
8,3,WN,IAH,CLT,433,10.1,2080,0,4,0,Verano,IAH-CLT
11,2,UA,PHX,IAH,1347,2.1,1482,0,13,0,Otono,PHX-IAH
8,7,B6,ATL,SFO,2108,9.9,2166,0,21,1,Verano,ATL-SFO
10,5,HA,MIA,CLT,1445,13.1,2107,0,14,0,Otono,MIA-CLT
8,3,AA,SFO,BOS,2051,31.0,2219,1,20,0,Verano,SFO-BOS
5,5,UA,LAS,CLT,1101,-1.4,1529,0,11,0,Primavera,LAS-CLT
12,2,AS,IAH,PHX,1859,21.9,600,1,18,0,Invierno,IAH-PHX
7,3,AA,IAH,SEA,122,10.1,1084,0,1,0,Verano,IAH-SEA
2,2,AA,BOS,PHX,1956,30.3,514,1,19,0,Invierno,BOS-PHX
11,4,NK,MCO,IAH,1513,11.1,1118,0,15,0,Otono,MCO-IAH
12,7,UA,DEN,MIA,1733,14.9,965,0,17,1,Invierno,DEN-MIA
2,2,UA,IAH,MIA,1431,6.1,1592,0,14,0,Invierno,IAH-MIA
4,5,B6,DFW,LAX,1444,-11.5,1992,0,14,0,Primavera,DFW-LAX
9,6,B6,BOS,LAS,1128,-12.4,1938,0,11,1,Otono,BOS-LAS
7,6,UA,IAH,ORD,2143,18.6,2267,1,21,1,Verano,IAH-ORD
2,6,UA,IAH,ATL,1016,14.3,1576,0,10,1,Invierno,IAH-ATL
1,3,UA,DFW,ORD,227,-14.3,1999,0,2,0,Invierno,DFW-ORD
3,3,B6,LAS,SEA,27,-9.3,1375,0,0,0,Primavera,LAS-SEA
6,6,F9,CLT,DFW,137,20.4,988,1,1,1,Verano,CLT-DFW
12,4,DL,SEA,LAS,1838,6.9,515,0,18,0,Invierno,SEA-LAS
12,5,AS,PHX,SFO,744,12.1,2567,0,7,0,Invierno,PHX-SFO
11,6,AS,SFO,ORD,1154,-7.2,1217,0,11,1,Otono,SFO-ORD
9,2,DL,DEN,LAX,1116,15.3,1021,1,11,0,Otono,DEN-LAX
4,7,DL,BOS,SEA,1049,-12.0,1126,0,10,1,Primavera,BOS-SEA
3,4,DL,LAS,JFK,656,-14.9,245,0,6,0,Primavera,LAS-JFK
4,7,UA,LAX,JFK,1016,3.1,1905,0,10,1,Primavera,LAX-JFK
1,2,DL,CLT,SEA,751,-2.4,1621,0,7,0,Invierno,CLT-SEA
1,6,AS,IAH,LAX,314,-7.5,1482,0,3,1,Invierno,IAH-LAX
10,6,B6,ATL,LAX,2302,15.8,1178,1,23,1,Otono,ATL-LAX
9,3,AA,DFW,ATL,227,21.5,1470,1,2,0,Otono,DFW-ATL
6,7,AA,LAX,IAH,1842,50.0,1295,1,18,1,Verano,LAX-IAH
8,2,F9,ORD,LAX,253,0.1,820,0,2,0,Verano,ORD-LAX
1,5,UA,LAS,IAH,1011,15.5,394,1,10,0,Invierno,LAS-IAH
5,5,UA,CLT,IAH,450,-19.7,458,0,4,0,Primavera,CLT-IAH
10,4,UA,ATL,DEN,1445,-13.0,814,0,14,0,Otono,ATL-DEN
2,4,UA,CLT,ATL,112,-5.1,529,0,1,0,Invierno,CLT-ATL
12,7,NK,SEA,ATL,1505,25.0,1629,1,15,1,Invierno,SEA-ATL
6,6,AS,ATL,MIA,1313,17.9,2377,1,13,1,Verano,ATL-MIA
9,7,AA,MCO,CLT,317,36.8,2517,1,3,1,Otono,MCO-CLT
4,3,UA,CLT,SFO,1332,2.7,1133,0,13,0,Primavera,CLT-SFO
12,7,NK,MCO,MIA,802,15.0,419,0,8,1,Invierno,MCO-MIA
2,6,UA,LAX,JFK,1217,-18.6,271,0,12,1,Invierno,LAX-JFK
4,1,DL,DFW,BOS,639,12.2,1850,0,6,0,Primavera,DFW-BOS
4,4,NK,BOS,ATL,1322,1.4,2378,0,13,0,Primavera,BOS-ATL
6,1,UA,BOS,PHX,1204,16.1,242,1,12,0,Verano,BOS-PHX
11,3,AA,SFO,CLT,145,8.2,1671,0,1,0,Otono,SFO-CLT
6,6,DL,BOS,MCO,449,16.8,1376,1,4,1,Verano,BOS-MCO
4,5,UA,PHX,ATL,716,26.5,2464,1,7,0,Primavera,PHX-ATL
1,6,B6,SFO,DFW,1017,-13.1,830,0,10,1,Invierno,SFO-DFW
9,4,AA,ATL,DEN,532,9.0,2414,0,5,0,Otono,ATL-DEN
11,2,AA,BOS,PHX,1314,8.4,755,0,13,0,Otono,BOS-PHX
4,6,DL,PHX,SEA,2158,43.1,1001,1,21,1,Primavera,PHX-SEA
5,1,AS,BOS,PHX,2034,18.2,1381,1,20,0,Primavera,BOS-PHX
7,1,WN,SEA,PHX,2035,-10.2,824,0,20,0,Verano,SEA-PHX
3,3,AS,MIA,IAH,1018,9.2,1455,0,10,0,Primavera,MIA-IAH
2,1,AA,BOS,SEA,712,13.6,1810,0,7,0,Invierno,BOS-SEA
8,6,DL,LAS,PHX,2349,7.8,2675,0,23,1,Verano,LAS-PHX
11,5,AA,ORD,SFO,936,50.3,673,1,9,0,Otono,ORD-SFO
4,1,AA,SEA,BOS,2120,9.9,1708,0,21,0,Primavera,SEA-BOS
6,5,AS,PHX,JFK,2320,25.0,2543,1,23,0,Verano,PHX-JFK
2,5,OO,MCO,JFK,1159,-15.6,1882,0,11,0,Invierno,MCO-JFK
7,4,NK,CLT,JFK,949,-7.8,1884,0,9,0,Verano,CLT-JFK
5,2,UA,CLT,LAX,1749,-1.5,1138,0,17,0,Primavera,CLT-LAX
10,6,UA,BOS,LAX,359,17.7,317,1,3,1,Otono,BOS-LAX
9,1,AA,ORD,BOS,1710,16.1,1735,1,17,0,Otono,ORD-BOS
4,2,NK,JFK,SFO,446,1.6,1344,0,4,0,Primavera,JFK-SFO
11,6,AA,ATL,SEA,23,7.1,2699,0,0,1,Otono,ATL-SEA
12,4,DL,LAX,ORD,440,8.6,1204,0,4,0,Invierno,LAX-ORD
5,6,AA,IAH,LAS,1350,28.0,1417,1,13,1,Primavera,IAH-LAS
8,7,WN,ORD,MIA,652,9.2,788,0,6,1,Verano,ORD-MIA
6,2,UA,JFK,CLT,147,20.9,1630,1,1,0,Verano,JFK-CLT
3,1,F9,LAS,ORD,1007,6.8,1442,0,10,0,Primavera,LAS-ORD
11,1,HA,LAX,JFK,659,0.6,909,0,6,0,Otono,LAX-JFK
10,1,UA,BOS,ORD,152,13.6,482,0,1,0,Otono,BOS-ORD
3,3,HA,DEN,IAH,2149,8.7,828,0,21,0,Primavera,DEN-IAH
3,6,AS,LAX,JFK,1423,5.0,722,0,14,1,Primavera,LAX-JFK
4,5,B6,ATL,CLT,228,-25.0,2060,0,2,0,Primavera,ATL-CLT
7,6,AA,IAH,DFW,444,29.0,1326,1,4,1,Verano,IAH-DFW
5,5,OO,JFK,IAH,651,7.9,1970,0,6,0,Primavera,JFK-IAH
8,7,AS,LAS,DEN,2024,32.1,1568,1,20,1,Verano,LAS-DEN
8,7,UA,JFK,BOS,822,1.8,292,0,8,1,Verano,JFK-BOS
2,3,F9,SFO,BOS,811,4.9,577,0,8,0,Invierno,SFO-BOS
5,3,UA,SFO,MIA,101,7.9,1238,0,1,0,Primavera,SFO-MIA
6,2,UA,ATL,CLT,657,9.2,2525,0,6,0,Verano,ATL-CLT
5,7,UA,LAS,ORD,1935,30.2,2139,1,19,1,Primavera,LAS-ORD
10,5,WN,JFK,LAS,938,-1.9,2631,0,9,0,Otono,JFK-LAS
12,1,OO,SEA,IAH,1145,18.9,2025,1,11,0,Invierno,SEA-IAH
3,6,UA,MIA,PHX,1452,22.6,955,1,14,1,Primavera,MIA-PHX
9,3,AS,SEA,LAX,614,18.1,281,1,6,0,Otono,SEA-LAX
1,4,WN,JFK,LAS,1222,-21.4,1324,0,12,0,Invierno,JFK-LAS
4,6,HA,DEN,JFK,1538,14.1,2305,0,15,1,Primavera,DEN-JFK
11,2,F9,MCO,SFO,1146,-2.0,2349,0,11,0,Otono,MCO-SFO
5,3,NK,SFO,JFK,1613,49.2,2280,1,16,0,Primavera,SFO-JFK
3,6,HA,SFO,SEA,820,-2.8,2347,0,8,1,Primavera,SFO-SEA
4,4,AA,ATL,JFK,555,14.9,2187,0,5,0,Primavera,ATL-JFK
11,3,F9,PHX,ORD,2219,-2.2,746,0,22,0,Otono,PHX-ORD
11,6,AS,DFW,PHX,1148,-8.2,1777,0,11,1,Otono,DFW-PHX
6,1,WN,SEA,MCO,431,2.0,1426,0,4,0,Verano,SEA-MCO
4,6,UA,MCO,JFK,2319,2.5,683,0,23,1,Primavera,MCO-JFK
5,5,AS,MCO,MIA,1858,11.2,259,0,18,0,Primavera,MCO-MIA
5,7,HA,DEN,JFK,213,2.4,1541,0,2,1,Primavera,DEN-JFK
9,2,UA,DFW,SFO,1621,-5.2,622,0,16,0,Otono,DFW-SFO
11,6,NK,SFO,MCO,845,4.9,334,0,8,1,Otono,SFO-MCO
4,4,HA,JFK,MCO,1007,-14.5,471,0,10,0,Primavera,JFK-MCO
9,7,DL,CLT,MIA,137,-5.1,669,0,1,1,Otono,CLT-MIA
4,7,UA,CLT,JFK,819,4.1,1448,0,8,1,Primavera,CLT-JFK
9,3,AA,BOS,SEA,911,18.1,358,1,9,0,Otono,BOS-SEA
8,3,UA,BOS,ORD,2303,19.7,2486,1,23,0,Verano,BOS-ORD
4,4,B6,CLT,IAH,1509,6.8,1969,0,15,0,Primavera,CLT-IAH
4,5,AA,JFK,LAX,1453,3.4,1596,0,14,0,Primavera,JFK-LAX
2,4,NK,ATL,LAS,811,25.2,930,1,8,0,Invierno,ATL-LAS
4,4,UA,CLT,PHX,803,-20.3,2590,0,8,0,Primavera,CLT-PHX
8,3,UA,MIA,IAH,1821,22.9,1288,1,18,0,Verano,MIA-IAH
10,7,AS,ORD,DEN,432,-13.5,2271,0,4,1,Otono,ORD-DEN
11,2,UA,JFK,ORD,1026,-3.0,2615,0,10,0,Otono,JFK-ORD
2,1,DL,JFK,IAH,1847,-7.8,2550,0,18,0,Invierno,JFK-IAH
5,4,AA,JFK,BOS,610,25.0,1500,1,6,0,Primavera,JFK-BOS
7,1,WN,JFK,SEA,1410,-0.2,2596,0,14,0,Verano,JFK-SEA
10,1,HA,LAS,DEN,632,-14.3,1126,0,6,0,Otono,LAS-DEN
3,4,DL,IAH,DFW,1927,9.9,662,0,19,0,Primavera,IAH-DFW
11,7,UA,BOS,PHX,729,-19.6,2537,0,7,1,Otono,BOS-PHX
2,5,AS,LAS,PHX,6,5.7,1653,0,0,0,Invierno,LAS-PHX
9,2,B6,ORD,MIA,2205,7.8,1376,0,22,0,Otono,ORD-MIA
8,4,UA,LAS,SFO,841,17.7,1971,1,8,0,Verano,LAS-SFO
12,4,B6,DFW,ATL,410,28.1,1859,1,4,0,Invierno,DFW-ATL
3,4,DL,SFO,MCO,1002,2.4,2430,0,10,0,Primavera,SFO-MCO
9,2,F9,LAX,SEA,111,7.6,654,0,1,0,Otono,LAX-SEA
1,5,F9,MCO,MIA,44,2.6,2352,0,0,0,Invierno,MCO-MIA
8,6,DL,MIA,SEA,1109,11.9,288,0,11,1,Verano,MIA-SEA
6,1,DL,BOS,JFK,1959,29.1,1333,1,19,0,Verano,BOS-JFK
8,4,AA,LAS,BOS,2244,36.8,2057,1,22,0,Verano,LAS-BOS
12,2,NK,DFW,BOS,312,10.3,295,0,3,0,Invierno,DFW-BOS
3,7,AA,MIA,DFW,1524,34.8,1381,1,15,1,Primavera,MIA-DFW
2,1,B6,BOS,DEN,1940,36.6,440,1,19,0,Invierno,BOS-DEN
11,1,HA,DEN,LAX,1432,7.9,663,0,14,0,Otono,DEN-LAX
1,2,HA,JFK,MCO,1537,6.9,1586,0,15,0,Invierno,JFK-MCO
9,3,HA,MCO,LAS,904,24.4,200,1,9,0,Otono,MCO-LAS
9,7,UA,DEN,PHX,120,5.2,1048,0,1,1,Otono,DEN-PHX
12,6,HA,SFO,DFW,2245,12.4,1351,0,22,1,Invierno,SFO-DFW
4,4,B6,MCO,SEA,1254,-8.9,458,0,12,0,Primavera,MCO-SEA
7,4,HA,MIA,JFK,1538,18.1,1051,1,15,0,Verano,MIA-JFK
8,3,F9,SFO,DEN,1720,22.8,1895,1,17,0,Verano,SFO-DEN
9,2,B6,MCO,LAX,1442,11.9,1676,0,14,0,Otono,MCO-LAX
1,3,AA,CLT,BOS,2151,-1.5,523,0,21,0,Invierno,CLT-BOS
5,1,HA,MCO,ORD,627,-6.6,1913,0,6,0,Primavera,MCO-ORD
5,5,AS,SEA,ORD,530,36.9,1400,1,5,0,Primavera,SEA-ORD
4,3,HA,MIA,MCO,717,-0.6,471,0,7,0,Primavera,MIA-MCO
12,2,F9,MCO,SEA,1403,9.5,1193,0,14,0,Invierno,MCO-SEA
10,4,AA,JFK,DFW,1154,16.8,2127,1,11,0,Otono,JFK-DFW
4,6,DL,SEA,DEN,923,-11.5,1853,0,9,1,Primavera,SEA-DEN
9,2,WN,ORD,MCO,2001,10.7,1928,0,20,0,Otono,ORD-MCO
9,6,UA,DEN,SFO,1002,9.0,1625,0,10,1,Otono,DEN-SFO
9,7,WN,BOS,DFW,52,-26.3,2179,0,0,1,Otono,BOS-DFW
6,4,UA,MCO,LAS,1636,19.1,2081,1,16,0,Verano,MCO-LAS
1,6,OO,BOS,PHX,440,-12.8,496,0,4,1,Invierno,BOS-PHX
2,4,AA,LAS,DFW,1248,-5.6,1353,0,12,0,Invierno,LAS-DFW
7,7,WN,CLT,SEA,1154,-1.7,2515,0,11,1,Verano,CLT-SEA
4,4,B6,BOS,SFO,230,14.6,1322,0,2,0,Primavera,BOS-SFO
3,1,UA,DFW,ORD,2244,10.2,1935,0,22,0,Primavera,DFW-ORD
9,7,OO,DFW,ORD,1449,6.3,2410,0,14,1,Otono,DFW-ORD
4,4,NK,MIA,PHX,2334,22.6,1682,1,23,0,Primavera,MIA-PHX
1,7,OO,DEN,PHX,301,-4.0,173,0,3,1,Invierno,DEN-PHX
6,2,UA,CLT,LAX,1858,-7.3,2247,0,18,0,Verano,CLT-LAX
2,7,AA,DFW,PHX,1147,12.1,417,0,11,1,Invierno,DFW-PHX
6,3,B6,SFO,ATL,1627,11.6,1459,0,16,0,Verano,SFO-ATL
11,4,UA,CLT,BOS,1442,-10.1,239,0,14,0,Otono,CLT-BOS
8,1,AS,BOS,CLT,118,18.8,234,1,1,0,Verano,BOS-CLT
12,5,UA,MCO,LAS,1028,14.0,2547,0,10,0,Invierno,MCO-LAS
9,2,AA,BOS,ORD,2251,50.8,2465,1,22,0,Otono,BOS-ORD
6,1,DL,ORD,SFO,2332,44.8,1745,1,23,0,Verano,ORD-SFO
11,4,B6,ATL,IAH,2326,6.2,1296,0,23,0,Otono,ATL-IAH
10,2,OO,MCO,CLT,350,21.5,303,1,3,0,Otono,MCO-CLT
4,6,NK,LAS,SEA,757,-13.2,1490,0,7,1,Primavera,LAS-SEA
11,4,DL,IAH,DFW,1323,-7.1,1109,0,13,0,Otono,IAH-DFW
8,7,DL,LAS,SFO,34,2.3,1400,0,0,1,Verano,LAS-SFO
11,3,UA,LAX,PHX,714,-17.7,2635,0,7,0,Otono,LAX-PHX
7,3,DL,MIA,JFK,1234,35.6,2697,1,12,0,Verano,MIA-JFK
8,6,OO,LAX,ORD,1123,9.3,1355,0,11,1,Verano,LAX-ORD
1,7,UA,CLT,LAS,1120,0.6,2090,0,11,1,Invierno,CLT-LAS
10,7,UA,BOS,LAS,805,-11.1,1935,0,8,1,Otono,BOS-LAS
11,4,AA,ATL,CLT,531,18.7,1579,1,5,0,Otono,ATL-CLT
8,5,AA,MCO,SEA,2136,37.6,1121,1,21,0,Verano,MCO-SEA
5,7,AS,CLT,MCO,1947,7.8,2590,0,19,1,Primavera,CLT-MCO
8,5,OO,DEN,IAH,39,-8.1,2496,0,0,0,Verano,DEN-IAH
5,6,DL,CLT,ATL,1517,10.4,2317,0,15,1,Primavera,CLT-ATL
4,6,UA,LAX,CLT,54,9.4,1271,0,0,1,Primavera,LAX-CLT
5,7,AS,DEN,MCO,735,13.2,2350,0,7,1,Primavera,DEN-MCO
2,2,HA,CLT,JFK,333,33.4,1652,1,3,0,Invierno,CLT-JFK
5,1,AA,ORD,ATL,201,14.0,1933,0,2,0,Primavera,ORD-ATL
12,1,AA,CLT,SFO,1746,27.6,1523,1,17,0,Invierno,CLT-SFO
12,4,AA,DEN,MCO,30,2.6,1433,0,0,0,Invierno,DEN-MCO
5,3,AS,LAX,ORD,1344,-9.1,2222,0,13,0,Primavera,LAX-ORD
8,6,AA,SEA,ORD,721,23.0,1548,1,7,1,Verano,SEA-ORD
4,2,WN,IAH,ORD,1633,-15.0,1613,0,16,0,Primavera,IAH-ORD
7,6,AA,SEA,MIA,2053,28.3,2335,1,20,1,Verano,SEA-MIA
3,7,UA,SFO,ATL,2041,1.6,1450,0,20,1,Primavera,SFO-ATL
10,4,DL,DEN,IAH,408,1.4,2051,0,4,0,Otono,DEN-IAH
10,3,UA,ORD,BOS,1746,8.2,1237,0,17,0,Otono,ORD-BOS
2,2,DL,MCO,CLT,851,-5.6,518,0,8,0,Invierno,MCO-CLT
3,6,B6,IAH,LAS,1725,21.5,214,1,17,1,Primavera,IAH-LAS
7,2,DL,JFK,ATL,1717,22.2,704,1,17,0,Verano,JFK-ATL
5,7,UA,DFW,ORD,114,-2.9,418,0,1,1,Primavera,DFW-ORD
11,1,HA,MIA,IAH,348,-27.1,2245,0,3,0,Otono,MIA-IAH
7,6,UA,DFW,CLT,2041,21.2,1998,1,20,1,Verano,DFW-CLT
1,1,B6,LAX,MIA,1200,10.1,1182,0,12,0,Invierno,LAX-MIA
8,6,AA,MCO,BOS,251,34.0,955,1,2,1,Verano,MCO-BOS
7,5,HA,DFW,SEA,241,-7.9,1505,0,2,0,Verano,DFW-SEA
4,1,OO,IAH,MCO,1507,16.5,600,1,15,0,Primavera,IAH-MCO
12,2,UA,IAH,LAX,1150,3.8,1146,0,11,0,Invierno,IAH-LAX
1,2,B6,MCO,JFK,1306,8.2,373,0,13,0,Invierno,MCO-JFK
3,4,AA,IAH,SEA,1227,9.8,2477,0,12,0,Primavera,IAH-SEA
9,3,AA,BOS,LAS,744,1.8,621,0,7,0,Otono,BOS-LAS
4,2,UA,PHX,DFW,1728,-16.7,515,0,17,0,Primavera,PHX-DFW
12,6,B6,SEA,MIA,738,9.8,2311,0,7,1,Invierno,SEA-MIA
12,1,AS,ATL,LAS,1728,8.9,1814,0,17,0,Invierno,ATL-LAS
8,1,UA,ATL,SFO,1153,12.2,2508,0,11,0,Verano,ATL-SFO
10,5,AA,SEA,DFW,343,-5.1,1869,0,3,0,Otono,SEA-DFW
12,7,B6,MIA,LAS,606,-2.7,2265,0,6,1,Invierno,MIA-LAS
10,2,UA,ORD,PHX,604,-21.2,1092,0,6,0,Otono,ORD-PHX
2,4,AA,BOS,ATL,742,21.0,2117,1,7,0,Invierno,BOS-ATL
3,1,OO,BOS,LAS,1609,9.9,1430,0,16,0,Primavera,BOS-LAS
12,7,NK,LAX,SEA,846,11.7,1305,0,8,1,Invierno,LAX-SEA
4,4,AS,LAX,MCO,1144,15.4,317,1,11,0,Primavera,LAX-MCO
11,4,F9,JFK,LAX,1403,-8.1,2562,0,14,0,Otono,JFK-LAX
6,5,UA,LAX,SEA,2017,16.9,1119,1,20,0,Verano,LAX-SEA
7,3,B6,DFW,JFK,14,13.1,1135,0,0,0,Verano,DFW-JFK
10,2,F9,MCO,SFO,1723,25.4,1171,1,17,0,Otono,MCO-SFO
9,7,DL,DFW,IAH,1624,-4.4,1993,0,16,1,Otono,DFW-IAH
9,6,HA,SEA,ATL,607,12.4,2264,0,6,1,Otono,SEA-ATL
10,1,AA,LAX,LAS,1442,19.6,2226,1,14,0,Otono,LAX-LAS
5,2,AS,MIA,MCO,230,11.5,1459,0,2,0,Primavera,MIA-MCO
2,1,UA,DEN,LAX,347,-22.4,1246,0,3,0,Invierno,DEN-LAX
4,3,UA,ORD,MIA,820,20.6,1746,1,8,0,Primavera,ORD-MIA
11,4,UA,SFO,LAX,1803,15.5,1585,1,18,0,Otono,SFO-LAX
6,2,UA,MCO,LAS,29,17.2,839,1,0,0,Verano,MCO-LAS
3,7,AA,MIA,LAS,1425,15.1,2328,1,14,1,Primavera,MIA-LAS
4,4,DL,LAX,ATL,714,-11.2,497,0,7,0,Primavera,LAX-ATL
11,1,NK,BOS,PHX,1812,25.0,1326,1,18,0,Otono,BOS-PHX
12,2,B6,ORD,MIA,1902,20.2,984,1,19,0,Invierno,ORD-MIA
10,5,UA,JFK,LAX,1002,-6.0,2291,0,10,0,Otono,JFK-LAX
12,3,UA,LAS,DEN,2105,45.9,2348,1,21,0,Invierno,LAS-DEN
9,4,DL,DEN,ATL,1244,-23.6,1271,0,12,0,Otono,DEN-ATL
3,2,B6,MCO,SFO,814,4.8,1220,0,8,0,Primavera,MCO-SFO
8,5,WN,SFO,PHX,905,-8.6,315,0,9,0,Verano,SFO-PHX
5,7,DL,SFO,DEN,353,27.4,688,1,3,1,Primavera,SFO-DEN
2,2,NK,PHX,CLT,1753,13.2,1527,0,17,0,Invierno,PHX-CLT
10,2,B6,LAX,ATL,2107,30.2,1340,1,21,0,Otono,LAX-ATL
7,1,UA,SFO,LAS,1906,27.2,898,1,19,0,Verano,SFO-LAS
12,6,UA,MIA,SFO,250,26.8,2302,1,2,1,Invierno,MIA-SFO
8,1,OO,DFW,LAX,1524,12.6,969,0,15,0,Verano,DFW-LAX
4,1,HA,MCO,DEN,2204,31.8,1994,1,22,0,Primavera,MCO-DEN
11,6,HA,LAS,SEA,105,16.5,1754,1,1,1,Otono,LAS-SEA
11,3,AS,MIA,MCO,1108,0.1,1213,0,11,0,Otono,MIA-MCO
3,5,F9,DEN,MCO,432,14.5,201,0,4,0,Primavera,DEN-MCO
3,2,HA,LAS,LAX,1403,-1.1,893,0,14,0,Primavera,LAS-LAX
11,4,WN,IAH,BOS,1041,-15.7,1308,0,10,0,Otono,IAH-BOS
9,3,OO,DFW,DEN,912,1.1,534,0,9,0,Otono,DFW-DEN
3,7,DL,ATL,IAH,1201,-25.0,1833,0,12,1,Primavera,ATL-IAH
4,7,UA,JFK,ATL,1402,0.6,724,0,14,1,Primavera,JFK-ATL
3,7,AS,SFO,MIA,2009,7.3,1895,0,20,1,Primavera,SFO-MIA
4,2,HA,JFK,ORD,2112,21.7,1746,1,21,0,Primavera,JFK-ORD
3,2,UA,IAH,ATL,315,-1.2,1441,0,3,0,Primavera,IAH-ATL
11,6,B6,MIA,BOS,5,-11.4,2117,0,0,1,Otono,MIA-BOS
6,7,DL,JFK,LAS,1919,12.5,1885,0,19,1,Verano,JFK-LAS
5,3,B6,CLT,SEA,918,-10.7,556,0,9,0,Primavera,CLT-SEA
12,4,UA,JFK,BOS,1558,10.2,1227,0,15,0,Invierno,JFK-BOS
6,4,DL,DEN,ORD,1033,4.9,1797,0,10,0,Verano,DEN-ORD
7,1,AA,BOS,SFO,616,9.7,2049,0,6,0,Verano,BOS-SFO
2,5,UA,CLT,ORD,1119,12.8,2376,0,11,0,Invierno,CLT-ORD
11,4,WN,SEA,BOS,1127,-22.0,155,0,11,0,Otono,SEA-BOS
2,5,AA,LAX,DEN,1324,6.1,330,0,13,0,Invierno,LAX-DEN
7,2,OO,PHX,ORD,1638,35.6,2601,1,16,0,Verano,PHX-ORD
2,7,NK,SEA,IAH,1523,22.8,517,1,15,1,Invierno,SEA-IAH
10,1,AA,CLT,SFO,1901,41.9,356,1,19,0,Otono,CLT-SFO
9,1,WN,IAH,MCO,333,-13.5,1598,0,3,0,Otono,IAH-MCO
12,3,OO,LAS,SEA,118,13.9,1937,0,1,0,Invierno,LAS-SEA
2,4,DL,MIA,BOS,1423,-17.1,957,0,14,0,Invierno,MIA-BOS
4,5,HA,DEN,PHX,413,11.1,174,0,4,0,Primavera,DEN-PHX
5,3,B6,DEN,MCO,827,-7.0,573,0,8,0,Primavera,DEN-MCO
1,4,UA,MCO,SFO,606,-8.9,884,0,6,0,Invierno,MCO-SFO
1,1,DL,BOS,ATL,445,21.6,1553,1,4,0,Invierno,BOS-ATL
1,7,DL,LAX,SFO,955,1.2,1115,0,9,1,Invierno,LAX-SFO
11,2,HA,CLT,LAS,2340,22.2,1048,1,23,0,Otono,CLT-LAS
3,1,UA,IAH,BOS,1022,10.0,527,0,10,0,Primavera,IAH-BOS
4,1,OO,DEN,BOS,1211,2.4,2156,0,12,0,Primavera,DEN-BOS
3,2,UA,SFO,LAS,1530,13.8,2545,0,15,0,Primavera,SFO-LAS
1,2,OO,BOS,MCO,1739,14.8,1152,0,17,0,Invierno,BOS-MCO
4,5,WN,DFW,JFK,316,-21.3,1342,0,3,0,Primavera,DFW-JFK
5,5,B6,LAX,BOS,1240,16.0,1641,1,12,0,Primavera,LAX-BOS
9,2,AS,DFW,ATL,1634,33.1,2055,1,16,0,Otono,DFW-ATL
9,1,NK,DFW,SEA,513,19.4,982,1,5,0,Otono,DFW-SEA
10,4,UA,ORD,MCO,800,1.6,260,0,8,0,Otono,ORD-MCO
10,3,NK,SEA,MIA,1606,21.0,572,1,16,0,Otono,SEA-MIA
6,1,UA,MIA,SFO,1436,-0.6,474,0,14,0,Verano,MIA-SFO
7,2,HA,MCO,JFK,1731,0.2,1467,0,17,0,Verano,MCO-JFK
9,5,F9,IAH,DFW,2155,22.6,333,1,21,0,Otono,IAH-DFW
1,7,B6,ORD,PHX,1132,6.4,1525,0,11,1,Invierno,ORD-PHX
4,2,AA,MIA,ORD,1556,37.1,695,1,15,0,Primavera,MIA-ORD
5,3,AS,MIA,LAX,1250,20.5,2236,1,12,0,Primavera,MIA-LAX
12,1,UA,MIA,PHX,345,3.2,1579,0,3,0,Invierno,MIA-PHX
